,Address Type,Address Requested,Address Delivered,Addresses Match?,Annual Sunlight (Hours),Roof Area (sq ft),Savings Estimate ($),Recommended Installation Size (kW),Recommended Area (sq ft)
1637,Commercial,"3643 W FRONT ST, Traverse City, Michigan, USA","44.7619616, -85.6477627",0,1358,12650,6000,6.0,423.0
1638,Commercial,"124 N DIVISION ST, Traverse City, Michigan, USA","124 N Division St B, Traverse City, MI 49684, USA",1,1233,2696,5000,6.8,476.0
1639,Commercial,"1560 E FRONT ST, Traverse City, Michigan, USA","1560 E Front St, Traverse City, MI 49686, USA",1,1166,2643,3000,7.3,511.0
1640,Commercial,"100 PARK ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",0,1425,6307,6000,6.0,423.0
1641,Commercial,"6215 RED FOX RUN, Traverse City, Michigan, USA",Not Found,,,,,,
1642,Commercial,"801 E FRONT ST, Traverse City, Michigan, USA","801 E Front St, Traverse City, MI 49686, USA",1,1274,4440,5000,6.5,458.0
1643,Commercial,"800 COTTAGEVIEW DR, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
1644,Commercial,"333 W GRANDVIEW PKWY 2ND, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
1645,Commercial,"127 E FRONT ST PANEL, Traverse City, Michigan, USA","129 E Front St #210, Traverse City, MI 49684, USA",0,1321,1691,5000,6.3,440.0
1646,Commercial,"0 E EIGHTH ST & CASS ST, Traverse City, Michigan, USA",Not Found,,,,,,
1647,Commercial,"107 CASS ST, Traverse City, Michigan, USA","107 Cass St ste d, Traverse City, MI 49684, USA",1,1348,12157,6000,6.0,423.0
1648,Commercial,"803 BAY ST, Traverse City, Michigan, USA","803 Bay St, Traverse City, MI 49684, USA",1,1231,564,1000,8.0,564.0
1649,Commercial,"819 THIRD ST, Traverse City, Michigan, USA","819 Third St, Traverse City, MI 49684, USA",1,1378,335,1000,4.8,335.0
1650,Commercial,"630 S GARFIELD AVE, Traverse City, Michigan, USA",Not Found,,,,,,
1651,Commercial,"1129 WOODMERE AVE STE, Traverse City, Michigan, USA","1131 Woodmere Ave, Traverse City, MI 49686, USA",0,1322,19644,6000,6.3,440.0
1652,Commercial,"1222 ELDER ST, Traverse City, Michigan, USA","1222 Elder St, Traverse City, MI 49684, USA",1,1430,1480,6000,5.8,405.0
1653,Commercial,"760 KINGSTON CT, Traverse City, Michigan, USA","762 Kingston Ct, Traverse City, MI 49684, USA",0,1366,2978,6000,6.0,423.0
1654,Commercial,"0 WEST END IRRIGATION, Traverse City, Michigan, USA",Not Found,,,,,,
1655,Commercial,"313 DAVIS ST, Traverse City, Michigan, USA","313 Davis St, Traverse City, MI 49686, USA",1,1214,3048,4000,7.0,493.0
1656,Commercial,"221 GARLAND ST, Traverse City, Michigan, USA","221 Garland St, Traverse City, MI 49684, USA",1,1327,7083,6000,6.3,440.0
1657,Commercial,"445 E STATE ST, Traverse City, Michigan, USA","445 E State St, Traverse City, MI 49686, USA",1,1417,1621,6000,6.3,440.0
1658,Commercial,"4207 MITCHELL CREEK DR, Traverse City, Michigan, USA","4209 Mitchell Creek Dr, Traverse City, MI 49686, USA",0,1283,1392,5000,6.8,476.0
1659,Commercial,"13860 S COMPASS ROSE DR WATER, Traverse City, Michigan, USA",Not Found,,,,,,
1660,Commercial,"630 S GARFIELD AVE, Traverse City, Michigan, USA",Not Found,,,,,,
1661,Commercial,"2928 GLEN DR, Traverse City, Michigan, USA","2928 Glen Dr, Traverse City, MI 49686, USA",1,1440,3612,7000,5.8,405.0
1662,Commercial,"1220 WOODMERE AVE, Traverse City, Michigan, USA","1220 Woodmere Ave, Traverse City, MI 49686, USA",1,1278,6713,5000,6.5,458.0
1663,Commercial,"527 E EIGHTH ST, Traverse City, Michigan, USA","541 E Eighth St, Traverse City, MI 49686, USA",0,1320,5603,6000,6.3,440.0
1664,Commercial,"621 BAY HILL DR, Traverse City, Michigan, USA",Not Found,,,,,,
1665,Commercial,"849 MANOR LN, Traverse City, Michigan, USA","849 Manor Ln, Traverse City, MI 49686, USA",1,1167,2467,4000,7.3,511.0
1666,Commercial,"1208 E EIGHTH ST, Traverse City, Michigan, USA","1208 E Eighth St, Traverse City, MI 49686, USA",1,1163,722,2000,8.3,581.0
1667,Commercial,"3121 N KEYSTONE RD, Traverse City, Michigan, USA","3121 N Keystone Rd, Traverse City, MI 49686, USA",1,1295,3647,5000,6.5,458.0
1668,Commercial,"121 S UNION ST, Traverse City, Michigan, USA","121 S Union St, Traverse City, MI 49684, USA",1,1146,758,1000,8.5,599.0
1669,Commercial,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
1670,Commercial,"1229 BARLOW ST, Traverse City, Michigan, USA","1223 Barlow St, Traverse City, MI 49686, USA",0,1206,1550,4000,7.0,493.0
1671,Commercial,"1773 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
1672,Commercial,"2819 CASS RD, Traverse City, Michigan, USA","2811 Cass Rd, Traverse City, MI 49684, USA",0,1325,6818,6000,6.3,440.0
1673,Commercial,"1251 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1251 W South Airport Rd, Traverse City, MI 49686, USA",1,1313,10324,5000,6.3,440.0
1674,Commercial,"2925 CASS RD, Traverse City, Michigan, USA",Not Found,,,,,,
1675,Commercial,"401 MUNSON AVE, Traverse City, Michigan, USA","401 Munson Ave, Traverse City, MI 49686, USA",1,1128,1762,2000,8.3,581.0
1676,Commercial,"1160 AIRPORT ACCESS RD STE, Traverse City, Michigan, USA",Not Found,,,,,,
1677,Commercial,"309 CASS ST STE, Traverse City, Michigan, USA","309 Cass St, Traverse City, MI 49684, USA",1,1369,3788,6000,6.3,440.0
1678,Commercial,"619 E EIGHTH ST, Traverse City, Michigan, USA","619 E Eighth St, Traverse City, MI 49686, USA",1,1255,740,3000,7.5,529.0
1679,Commercial,"129 E FRONT ST STE, Traverse City, Michigan, USA","129 E Front St Suite 200, Traverse City, MI 49684, USA",1,1385,2414,6000,6.3,440.0
1680,Commercial,"2392 CASS RD, Traverse City, Michigan, USA","2392 Cass Rd, Traverse City, MI 49684, USA",1,1312,8933,5000,6.3,440.0
1681,Commercial,"1137 S GARFIELD AVE, Traverse City, Michigan, USA","1137 S Garfield Ave, Traverse City, MI 49686, USA",1,1328,27273,6000,6.3,440.0
1682,Commercial,"3287 RACQUET CLUB DR, Traverse City, Michigan, USA","3287 Racquet Club Dr, Traverse City, MI 49684, USA",1,1368,3295,5000,6.3,440.0
1683,Commercial,"1832 OAK HOLLOW DR, Traverse City, Michigan, USA","1844 Oak Hollow Dr, Traverse City, MI 49686, USA",0,1367,3259,6000,6.0,423.0
1684,Commercial,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
1685,Commercial,"242 E FRONT ST, Traverse City, Michigan, USA","250 E Front St Suite 110, Traverse City, MI 49684, USA",0,1332,1251,6000,6.3,440.0
1686,Commercial,"1545 S DIVISION ST, Traverse City, Michigan, USA","1545 S Division St Suite 118, Traverse City, MI 49684, USA",1,1302,12280,5000,6.3,440.0
1687,Commercial,"143 E FRONT ST, Traverse City, Michigan, USA","143 E Front St, Traverse City, MI 49684, USA",1,1332,1462,5000,6.3,440.0
1688,Commercial,"1580 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1580 W South Airport Rd, Traverse City, MI 49686, USA",1,1324,2696,6000,6.3,440.0
1689,Commercial,"2200 DENDRINOS DR, Traverse City, Michigan, USA","2200 Dendrinos Dr, Traverse City, MI 49684, USA",1,1333,22516,6000,6.3,440.0
1690,Commercial,"336 E FRONT ST, Traverse City, Michigan, USA","340 E Front St, Traverse City, MI 49684, USA",0,1328,3964,6000,6.3,440.0
1691,Commercial,"1320 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1316 W South Airport Rd, Traverse City, MI 49686, USA",0,1315,4193,6000,6.3,440.0
1692,Commercial,"925 E FRONT ST, Traverse City, Michigan, USA","925 E Front St, Traverse City, MI 49686, USA",1,1364,1004,4000,7.0,493.0
1693,Commercial,"420 1/2 S UNION ST, Traverse City, Michigan, USA","420 S Union St, Traverse City, MI 49684, USA",1,1359,1092,5000,6.5,458.0
1694,Commercial,"747 WOODMERE AVE, Traverse City, Michigan, USA","739 Woodmere Ave, Traverse City, MI 49686, USA",0,1331,10342,5000,6.3,440.0
1695,Commercial,"3742 W FRONT ST, Traverse City, Michigan, USA","3743 W Front St, Traverse City, MI 49684, USA",0,1331,11152,6000,6.3,440.0
1696,Commercial,"854 CARSON ST, Traverse City, Michigan, USA",Not Found,,,,,,
1697,Commercial,"0 OPEN SPACE AREA CFEST, Traverse City, Michigan, USA",Not Found,,,,,,
1698,Commercial,"720 MUNSON AVE, Traverse City, Michigan, USA",Not Found,,,,,,
1699,Commercial,"1151 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1151 W South Airport Rd, Traverse City, MI 49686, USA",1,1338,7682,6000,6.3,440.0
1700,Commercial,"2366 CASS RD, Traverse City, Michigan, USA","2366 Cass Rd, Traverse City, MI 49684, USA",1,1326,8933,6000,6.3,440.0
1701,Commercial,"0 AIRPORT WEST SIDE, Traverse City, Michigan, USA",Not Found,,,,,,
1702,Commercial,"2451 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","2500 W South Airport Rd, Traverse City, MI 49684, USA",0,1337,3312,6000,6.3,440.0
1703,Commercial,"224 E FRONT ST, Traverse City, Michigan, USA","224 E Front St, Traverse City, MI 49684, USA",1,1397,1762,6000,6.3,440.0
1704,Commercial,"1032 WOODMERE AVE, Traverse City, Michigan, USA","1032 Woodmere Ave, Traverse City, MI 49686, USA",1,1321,370,4000,5.3,370.0
1705,Commercial,"1489 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
1706,Commercial,"804 S GARFIELD AVE, Traverse City, Michigan, USA","804 S Garfield Ave Suite A, Traverse City, MI 49686, USA",1,1212,3347,4000,7.0,493.0
1707,Commercial,"708 RANDOLPH ST HOUSE, Traverse City, Michigan, USA",Not Found,,,,,,
1708,Commercial,"1036 BARLOW ST, Traverse City, Michigan, USA","1036 Barlow St, Traverse City, MI 49686, USA",1,1293,916,5000,6.8,476.0
1709,Commercial,"1491 KENT ST, Traverse City, Michigan, USA","1491 Kent St, Traverse City, MI 49686, USA",1,1251,687,4000,7.3,511.0
1710,Commercial,"693 PARSONS RD, Traverse City, Michigan, USA",Not Found,,,,,,
1711,Commercial,"216 MUNSON AVE, Traverse City, Michigan, USA","216 Munson Ave Suite B, Traverse City, MI 49686, USA",1,1207,2837,4000,7.0,493.0
1712,Commercial,"130 HALL ST LVL 2, Traverse City, Michigan, USA","107 Hall St, Traverse City, MI 49684, USA",0,1323,1709,5000,6.3,440.0
1713,Commercial,"220 E FRONT ST, Traverse City, Michigan, USA","222 E Front St, Traverse City, MI 49684, USA",0,1295,2801,5000,6.5,458.0
1714,Commercial,"2397 TRAVERSEFIELD DR, Traverse City, Michigan, USA","2397 Traversefield Dr, Traverse City, MI 49686, USA",1,1309,14588,5000,6.3,440.0
1715,Commercial,"914 E FRONT ST UNIT, Traverse City, Michigan, USA","914 E Front St, Traverse City, MI 49686, USA",1,1146,476,600,6.8,476.0
1716,Commercial,"317 BIRCHWOOD AVE, Traverse City, Michigan, USA",Not Found,,,,,,
1717,Commercial,"447 E FRONT ST, Traverse City, Michigan, USA","447 E Front St, Traverse City, MI 49686, USA",1,1280,1409,5000,6.5,458.0
1718,Commercial,"1209 E EIGHTH ST, Traverse City, Michigan, USA","1209 E Eighth St, Traverse City, MI 49686, USA",1,1150,2220,3000,7.5,529.0
1719,Commercial,"1065 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1073 W South Airport Rd, Traverse City, MI 49686, USA",0,1407,12421,6000,5.8,405.0
1720,Commercial,"845 WOODMERE AVE, Traverse City, Michigan, USA","835 Woodmere Ave, Traverse City, MI 49686, USA",0,1321,6343,6000,6.3,440.0
1721,Commercial,"1606 BARLOW ST, Traverse City, Michigan, USA","1600 Barlow St, Traverse City, MI 49686, USA",0,1301,11293,5000,6.3,440.0
1722,Commercial,"1132 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
1723,Commercial,"410 S UNION ST, Traverse City, Michigan, USA","410 S Union St, Traverse City, MI 49684, USA",1,1345,1656,5000,6.5,458.0
1724,Commercial,"928 S GARFIELD AVE, Traverse City, Michigan, USA","928 S Garfield Ave, Traverse City, MI 49686, USA",1,1276,3735,4000,7.3,511.0
1725,Commercial,"436 1/2 W FRONT ST, Traverse City, Michigan, USA",Not Found,,,,,,
1726,Commercial,"226 E FRONT ST, Traverse City, Michigan, USA","224 E Front St, Traverse City, MI 49684, USA",0,1397,1762,6000,6.3,440.0
1727,Commercial,"1220 WOODMERE AVE, Traverse City, Michigan, USA","1220 Woodmere Ave, Traverse City, MI 49686, USA",1,1278,6713,5000,6.5,458.0
1728,Commercial,"114 E FRONT ST, Traverse City, Michigan, USA","114 E Front St # 205, Traverse City, MI 49684, USA",1,1250,4686,5000,6.8,476.0
1729,Commercial,"951 LYNCH DR, Traverse City, Michigan, USA","3002 N Garfield Rd, Traverse City, MI 49686, USA",0,1341,1163,5000,6.8,476.0
1730,Commercial,"3210 RACQUET CLUB DR, Traverse City, Michigan, USA","3210 Racquet Club Dr, Traverse City, MI 49684, USA",1,1399,3506,6000,6.0,423.0
1731,Commercial,"3199 LOGAN VALLEY RD, Traverse City, Michigan, USA","3225 Logan Valley Rd, Traverse City, MI 49684, USA",0,1440,4052,7000,5.8,405.0
1732,Commercial,"1300 BIRCH TREE LN, Traverse City, Michigan, USA","1296 Birch Tree Ln, Traverse City, MI 49686, USA",0,1137,1304,2000,8.0,564.0
1733,Commercial,"120 W STATE ST, Traverse City, Michigan, USA","118 W State St, Traverse City, MI 49684, USA",0,1345,3013,6000,6.3,440.0
1734,Commercial,"539 E EIGHTH ST, Traverse City, Michigan, USA",Not Found,,,,,,
1735,Commercial,"3180 RACQUET CLUB DR, Traverse City, Michigan, USA","3180 Racquet Club Dr, Traverse City, MI 49684, USA",1,1433,7558,6000,5.8,405.0
1736,Commercial,"232 E STATE ST, Traverse City, Michigan, USA","232 E State St, Traverse City, MI 49684, USA",1,1326,4863,6000,6.3,440.0
1737,Commercial,"2296 CASS RD, Traverse City, Michigan, USA","2296 Cass Rd, Traverse City, MI 49684, USA",1,1359,3999,6000,6.3,440.0
1738,Commercial,"841 E FRONT ST, Traverse City, Michigan, USA","841 E Front St, Traverse City, MI 49686, USA",1,1281,3259,5000,6.5,458.0
1739,Commercial,"119 BEAUMONT PL, Traverse City, Michigan, USA","119 Beaumont Pl, Traverse City, MI 49684, USA",1,1263,4845,5000,6.5,458.0
1740,Commercial,"802 W FRONT ST, Traverse City, Michigan, USA","804 W Front St, Traverse City, MI 49684, USA",0,1168,1674,3000,7.8,546.0
1741,Commercial,"2762 CASS RD, Traverse City, Michigan, USA","2762 Cass Rd, Traverse City, MI 49684, USA",1,1369,10818,6000,6.0,423.0
1742,Commercial,"1637 PARK DR, Traverse City, Michigan, USA","1637 Park Dr, Traverse City, MI 49686, USA",1,1428,8439,6000,5.8,405.0
1743,Commercial,"807 E SOUTH AIRPORT RD, Traverse City, Michigan, USA","809 Co Rd 620, Traverse City, MI 49686, USA",0,1186,1092,4000,7.3,511.0
1744,Commercial,"822 E FRONT ST, Traverse City, Michigan, USA","822 E Front St, Traverse City, MI 49686, USA",1,1369,1445,5000,6.5,458.0
1745,Commercial,"1797 PARK DR, Traverse City, Michigan, USA","1797 Park Dr, Traverse City, MI 49686, USA",1,1329,17002,6000,6.3,440.0
1746,Commercial,"101 N PARK ST, Traverse City, Michigan, USA","255 E Front St, Traverse City, MI 49684, USA",0,1419,8087,6000,6.0,423.0
1747,Commercial,"697 HANNAH AVE, Traverse City, Michigan, USA","697 Hannah Ave, Traverse City, MI 49686, USA",1,1432,2907,6000,5.8,405.0
1748,Commercial,"401 S UNION ST, Traverse City, Michigan, USA","401 S Union St, Traverse City, MI 49684, USA",1,1440,3118,7000,5.8,405.0
1749,Commercial,"703 ROSE ST, Traverse City, Michigan, USA","703 Rose St, Traverse City, MI 49686, USA",1,1355,4211,6000,6.3,440.0
1750,Commercial,"139 W STATE ST, Traverse City, Michigan, USA","160 Uptown Ct, Traverse City, MI 49684, USA",0,1143,247,300,3.5,247.0
1751,Commercial,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
1752,Commercial,"1153 HASTINGS ST, Traverse City, Michigan, USA","1145 Hastings St, Traverse City, MI 49686, USA",0,1320,51128,5000,6.3,440.0
1753,Commercial,"191 MARINA DR CFEST, Traverse City, Michigan, USA","101 W Grandview Pkwy, Traverse City, MI 49684, USA",0,1313,2519,5000,6.3,440.0
1754,Commercial,"527 E EIGHTH ST, Traverse City, Michigan, USA","541 E Eighth St, Traverse City, MI 49686, USA",0,1320,5603,6000,6.3,440.0
1755,Commercial,"216 MUNSON AVE, Traverse City, Michigan, USA","216 Munson Ave Suite B, Traverse City, MI 49686, USA",1,1207,2837,4000,7.0,493.0
1756,Commercial,"1771 PARK DR ADDT, Traverse City, Michigan, USA","1771 Park Dr, Traverse City, MI 49686, USA",1,1286,599,4000,7.3,511.0
1757,Commercial,"13818 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13818 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1431,2572,6000,5.8,405.0
1758,Commercial,"691 PARSONS RD, Traverse City, Michigan, USA",Not Found,,,,,,
1759,Commercial,"420 S UNION ST, Traverse City, Michigan, USA","420 S Union St, Traverse City, MI 49684, USA",1,1359,1092,5000,6.5,458.0
1760,Commercial,"224 E STATE ST, Traverse City, Michigan, USA","222 E State St Suite 101, Traverse City, MI 49684, USA",0,1376,1269,5000,6.8,476.0
1761,Commercial,"600 BAY HILL DR, Traverse City, Michigan, USA","600 Bay Hill Dr, Traverse City, MI 49684, USA",1,1403,1832,6000,6.0,423.0
1762,Commercial,"855 E FRONT ST, Traverse City, Michigan, USA","855 E Front St, Traverse City, MI 49686, USA",1,1123,546,1000,7.8,546.0
1763,Commercial,"208 W GRANDVIEW PKWY, Traverse City, Michigan, USA",Not Found,,,,,,
1764,Commercial,"514 E FRONT ST, Traverse City, Michigan, USA","514 E Front St, Traverse City, MI 49686, USA",1,1319,1727,5000,6.5,458.0
1765,Commercial,"1105 E FRONT ST, Traverse City, Michigan, USA","1139 E Front St, Traverse City, MI 49686, USA",0,1318,7611,6000,6.3,440.0
1766,Commercial,"921 W ELEVENTH ST, Traverse City, Michigan, USA","921 W Eleventh St, Traverse City, MI 49684, USA",1,1429,2220,6000,5.8,405.0
1767,Commercial,"1385 YELLOW DR, Traverse City, Michigan, USA",Not Found,,,,,,
1768,Commercial,"824 W FRONT ST, Traverse City, Michigan, USA","826 W Front St, Traverse City, MI 49684, USA",0,1255,599,1000,8.5,599.0
1769,Commercial,"3139 N KEYSTONE RD, Traverse City, Michigan, USA","3139 N Keystone Rd, Traverse City, MI 49686, USA",1,1335,7717,6000,6.3,440.0
1770,Commercial,"502 E FRONT ST, Traverse City, Michigan, USA","502a E Front St, Traverse City, MI 49686, USA",0,1310,2149,5000,6.3,440.0
1771,Commercial,"3283 RACQUET CLUB DR, Traverse City, Michigan, USA","3241 Racquet Club Dr, Traverse City, MI 49684, USA",0,1446,7047,7000,5.8,405.0
1772,Commercial,"2674 CASS RD, Traverse City, Michigan, USA",Not Found,,,,,,
1773,Commercial,"805 W FRONT ST, Traverse City, Michigan, USA","801 W Front St, Traverse City, MI 49684, USA",0,1360,6184,6000,6.0,423.0
1774,Commercial,"2314 SYBRANDT RD, Traverse City, Michigan, USA","2314 Sybrandt Rd, Traverse City, MI 49684, USA",1,1357,159552,7000,5.8,405.0
1775,Commercial,"2358 CASS RD, Traverse City, Michigan, USA","2358 Cass Rd, Traverse City, MI 49684, USA",1,1330,8069,6000,6.3,440.0
1776,Commercial,"319 E FRONT ST, Traverse City, Michigan, USA","313 E Front St, Traverse City, MI 49686, USA",0,1330,7664,6000,6.3,440.0
1777,Commercial,"1117 W SOUTH AIRPORT RD UNIT, Traverse City, Michigan, USA","1117 W South Airport Rd, Traverse City, MI 49686, USA",1,1397,9884,6000,6.0,423.0
1778,Commercial,"122 S UNION ST, Traverse City, Michigan, USA","120 S Union St, Traverse City, MI 49684, USA",0,1321,5655,6000,6.3,440.0
1779,Commercial,"800 COTTAGEVIEW DR STE, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
1780,Commercial,"3955 N US 31 SOUTH, Traverse City, Michigan, USA",Not Found,,,,,,
1781,Commercial,"431 MUNSON AVE, Traverse City, Michigan, USA","431 Munson Ave Ste C, Traverse City, MI 49686, USA",1,1342,5356,6000,6.3,440.0
1782,Commercial,"10850 EAST TRAVERSE HWY CELL, Traverse City, Michigan, USA","10850 E Traverse Hwy Suite #3375, Traverse City, MI 49684, USA",1,1318,15328,6000,6.3,440.0
1783,Commercial,"305 W FRONT ST 1ST, Traverse City, Michigan, USA","302 W Front St, Traverse City, MI 49684, USA",0,1310,599,5000,6.5,458.0
1784,Commercial,"1161 HASTINGS ST, Traverse City, Michigan, USA","1161 Hastings St, Traverse City, MI 49686, USA",1,1285,423,1000,6.0,423.0
1785,Commercial,"418 S UNION ST, Traverse City, Michigan, USA","418 S Union St, Traverse City, MI 49684, USA",1,1431,2202,6000,5.8,405.0
1786,Commercial,"3963 N THREE MILE RD, Traverse City, Michigan, USA","3963 Three Mile Rd, Traverse City, MI 49686, USA",1,1316,9214,6000,6.3,440.0
1787,Commercial,"116 E FRONT ST, Traverse City, Michigan, USA","114 E Front St # 205, Traverse City, MI 49684, USA",0,1250,4686,5000,6.8,476.0
1788,Commercial,"940 E EIGHTH ST, Traverse City, Michigan, USA","940 E Eighth St, Traverse City, MI 49686, USA",1,1412,916,5000,6.5,458.0
1789,Commercial,"421 SECOND ST BASE, Traverse City, Michigan, USA","421 Second St, Traverse City, MI 49684, USA",1,1376,2061,5000,6.3,440.0
1790,Commercial,"226 E SIXTEENTH ST, Traverse City, Michigan, USA","226 E Sixteenth St Suite B, Traverse City, MI 49684, USA",1,1310,8792,5000,6.3,440.0
1791,Commercial,"500 S UNION ST SUITE, Traverse City, Michigan, USA","500 S Union St Suite 4, Traverse City, MI 49684, USA",1,1247,3136,4000,6.8,476.0
1792,Commercial,"2827 CASS RD, Traverse City, Michigan, USA","2827 Cass Rd, Traverse City, MI 49684, USA",1,1321,6272,6000,6.3,440.0
1793,Commercial,"4207 MITCHELL CREEK DR, Traverse City, Michigan, USA","4209 Mitchell Creek Dr, Traverse City, MI 49686, USA",0,1283,1392,5000,6.8,476.0
1794,Commercial,"800 COTTAGEVIEW DR STE, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
1795,Commercial,"107 E STATE ST, Traverse City, Michigan, USA","222 E State St Suite 102, Traverse City, MI 49684, USA",0,1381,1022,5000,6.5,458.0
1796,Commercial,"917 BARLOW ST, Traverse City, Michigan, USA","913 Barlow St, Traverse City, MI 49686, USA",0,1391,4581,6000,6.3,440.0
1797,Commercial,"545 S GARFIELD AVE, Traverse City, Michigan, USA","545 S Garfield Ave suite a, Traverse City, MI 49686, USA",1,1246,3365,4000,7.0,493.0
1798,Commercial,"1650 BARLOW ST, Traverse City, Michigan, USA","1650 Barlow St, Traverse City, MI 49686, USA",1,1229,2185,4000,6.8,476.0
1799,Commercial,"1213 WEST CIVIC CENTER DR, Traverse City, Michigan, USA",Not Found,,,,,,
1800,Commercial,"1186 AIRPORT ACCESS RD, Traverse City, Michigan, USA","1190 Airport Access Rd, Traverse City, MI 49686, USA",0,1346,8210,6000,6.3,440.0
1801,Commercial,"0 AIRPORT HANGER LOT, Traverse City, Michigan, USA",Not Found,,,,,,
1802,Commercial,"2904 GLEN DR, Traverse City, Michigan, USA","2904 Glen Dr, Traverse City, MI 49686, USA",1,1332,987,5000,6.3,440.0
1803,Commercial,"330 E FRONT ST, Traverse City, Michigan, USA","324 E Front St, Traverse City, MI 49684, USA",0,1346,3700,5000,6.3,440.0
1804,Commercial,"747 E EIGHTH ST, Traverse City, Michigan, USA","747 E Eighth St, Traverse City, MI 49686, USA",1,1435,2748,6000,6.3,440.0
1805,Commercial,"941 HASTINGS ST, Traverse City, Michigan, USA","941 Hastings St, Traverse City, MI 49686, USA",1,1324,32717,6000,6.3,440.0
1806,Commercial,"442 SEVENTH ST, Traverse City, Michigan, USA","442 Seventh St, Traverse City, MI 49684, USA",1,1182,740,1000,8.5,599.0
1807,Commercial,"1605 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
1808,Commercial,"400 CASS ST, Traverse City, Michigan, USA","400 Cass St, Traverse City, MI 49684, USA",1,1438,1392,6000,5.8,405.0
1809,Commercial,"227 FAIR ST, Traverse City, Michigan, USA","218 Cochlin St, Traverse City, MI 49686, USA",0,1126,2555,3000,7.5,529.0
1810,Commercial,"1129 WOODMERE AVE STE, Traverse City, Michigan, USA","1131 Woodmere Ave, Traverse City, MI 49686, USA",0,1322,19644,6000,6.3,440.0
1811,Commercial,"1767 PARK DR, Traverse City, Michigan, USA","1765 Park Dr, Traverse City, MI 49686, USA",0,1299,1762,5000,6.5,458.0
1812,Commercial,"1338 BIRCH TREE LN, Traverse City, Michigan, USA","2850 Glen Dr, Traverse City, MI 49686, USA",0,1297,793,4000,7.0,493.0
1813,Commercial,"830 COTTAGEVIEW DR STE, Traverse City, Michigan, USA",Not Found,,,,,,
1814,Commercial,"219 E FRONT ST, Traverse City, Michigan, USA","217 E Front St, Traverse City, MI 49684, USA",0,1315,2731,5000,6.3,440.0
1815,Commercial,"200 WASHINGTON ST, Traverse City, Michigan, USA",Not Found,,,,,,
1816,Commercial,"104 MACKEY DR, Traverse City, Michigan, USA","02 40 N U.S. 31 S, Traverse City, MI 49684, USA",0,1345,6906,6000,6.3,440.0
1817,Commercial,"2415 DIAMOND DR, Traverse City, Michigan, USA","5917 Diamond Dr, Traverse City, MI 49684, USA",0,1444,3118,7000,5.8,405.0
1818,Commercial,"876 ROBINWOOD CT, Traverse City, Michigan, USA","867 Robinwood Ct, Traverse City, MI 49686, USA",0,1132,2801,3000,7.8,546.0
1819,Commercial,"659 BAY HILL DR, Traverse City, Michigan, USA","659 Bay Hill Dr, Traverse City, MI 49684, USA",1,1445,3788,7000,5.8,405.0
1820,Commercial,"620 WOODMERE AVE, Traverse City, Michigan, USA","620 Woodmere Ave Suite C, Traverse City, MI 49686, USA",1,1436,9355,7000,5.8,405.0
1821,Commercial,"718 MUNSON AVE, Traverse City, Michigan, USA",Not Found,,,,,,
1822,Commercial,"2151 CASS RD, Traverse City, Michigan, USA",Not Found,,,,,,
1823,Commercial,"728 HASTINGS ST UNIT, Traverse City, Michigan, USA","728 Hastings St, Traverse City, MI 49686, USA",1,1312,7611,5000,6.3,440.0
1824,Commercial,"934 HASTINGS ST, Traverse City, Michigan, USA","934 Hastings St, Traverse City, MI 49686, USA",1,1297,2167,5000,6.3,440.0
1825,Commercial,"1440 FOREST PARK DR, Traverse City, Michigan, USA",Not Found,,,,,,
1826,Commercial,"346 E FRONT ST, Traverse City, Michigan, USA","340 E Front St, Traverse City, MI 49684, USA",0,1328,3964,6000,6.3,440.0
